#p-T grid
1.5399265261e-13	1.5750000000e+02
1.5399265261e-13	1.5627906977e+02
1.5399265261e-13	1.5507692308e+02
1.5399265261e-13	1.5389312977e+02
1.5399265261e-13	1.5272727273e+02
1.5399265261e-13	1.5157894737e+02
1.5399265261e-13	1.5044776119e+02
1.5399265261e-13	1.4933333333e+02
1.5399265261e-13	1.4823529412e+02
1.5399265261e-13	1.4715328467e+02
1.5399265261e-13	1.4608695652e+02
1.5399265261e-13	1.4503597122e+02
1.5399265261e-13	1.4400000000e+02
1.5399265261e-13	1.4297872340e+02
1.5399265261e-13	1.4197183099e+02
1.5399265261e-13	1.4097902098e+02
1.5399265261e-13	1.4000000000e+02
1.5399265261e-13	1.3903448276e+02
1.5399265261e-13	1.3808219178e+02
1.5399265261e-13	1.3714285714e+02
1.5399265261e-13	1.3621621622e+02
1.5399265261e-13	1.3530201342e+02
1.5399265261e-13	1.3440000000e+02
1.5399265261e-13	1.3350993377e+02
1.5399265261e-13	1.3263157895e+02
1.5399265261e-13	1.3176470588e+02
1.5399265261e-13	1.3090909091e+02
1.5399265261e-13	1.3006451613e+02
1.5399265261e-13	1.2923076923e+02
1.5399265261e-13	1.2840764331e+02
1.5399265261e-13	1.2759493671e+02
1.5399265261e-13	1.2679245283e+02
1.5399265261e-13	1.2600000000e+02
1.5399265261e-13	1.2521739130e+02
1.5399265261e-13	1.2444444444e+02
1.5399265261e-13	1.2368098160e+02
1.5399265261e-13	1.2292682927e+02
1.5399265261e-13	1.2218181818e+02
1.5399265261e-13	1.2144578313e+02
1.5399265261e-13	1.2071856287e+02
1.5399265261e-13	1.2000000000e+02
1.5399265261e-13	1.1928994083e+02
1.5399265261e-13	1.1858823529e+02
1.5399265261e-13	1.1789473684e+02
1.5399265261e-13	1.1720930233e+02
1.5399265261e-13	1.1653179191e+02
1.5399265261e-13	1.1586206897e+02
1.5399265261e-13	1.1520000000e+02
1.5399265261e-13	1.1454545455e+02
1.5399265261e-13	1.1389830508e+02
1.5399265261e-13	1.1325842697e+02
1.5399265261e-13	1.1262569832e+02
1.5399265261e-13	1.1200000000e+02
1.5399265261e-13	1.1138121547e+02
1.5399265261e-13	1.1076923077e+02
1.5399265261e-13	1.1016393443e+02
1.5399265261e-13	1.0956521739e+02
1.5399265261e-13	1.0897297297e+02
1.5399265261e-13	1.0838709677e+02
1.5399265261e-13	1.0780748663e+02
1.5399265261e-13	1.0723404255e+02
1.5399265261e-13	1.0666666667e+02
1.5399265261e-13	1.0610526316e+02
1.5399265261e-13	1.0554973822e+02
1.5399265261e-13	1.0500000000e+02
1.5399265261e-13	1.0445595855e+02
1.5399265261e-13	1.0391752577e+02
1.5399265261e-13	1.0338461538e+02
1.5399265261e-13	1.0285714286e+02
1.5399265261e-13	1.0233502538e+02
1.5399265261e-13	1.0181818182e+02
1.5399265261e-13	1.0130653266e+02
1.5399265261e-13	1.0080000000e+02
1.7782794100e-13	2.5200000000e+03
1.7782794100e-13	2.2400000000e+03
1.7782794100e-13	2.0160000000e+03
1.7782794100e-13	1.8327272727e+03
1.7782794100e-13	1.6800000000e+03
1.7782794100e-13	1.5507692308e+03
1.7782794100e-13	1.4400000000e+03
1.7782794100e-13	1.3440000000e+03
1.7782794100e-13	1.2600000000e+03
1.7782794100e-13	1.1858823529e+03
1.7782794100e-13	1.1200000000e+03
1.7782794100e-13	1.0610526316e+03
1.7782794100e-13	1.0080000000e+03
1.7782794100e-13	9.6000000000e+02
1.7782794100e-13	9.1636363636e+02
1.7782794100e-13	8.7652173913e+02
1.7782794100e-13	8.4000000000e+02
1.7782794100e-13	8.0640000000e+02
1.7782794100e-13	7.7538461538e+02
1.7782794100e-13	7.4666666667e+02
1.7782794100e-13	7.2000000000e+02
1.7782794100e-13	6.9517241379e+02
1.7782794100e-13	6.7200000000e+02
1.7782794100e-13	6.5032258065e+02
1.7782794100e-13	6.3000000000e+02
1.7782794100e-13	6.1090909091e+02
1.7782794100e-13	5.9294117647e+02
1.7782794100e-13	5.7600000000e+02
1.7782794100e-13	5.6000000000e+02
1.7782794100e-13	5.4486486486e+02
1.7782794100e-13	5.3052631579e+02
1.7782794100e-13	5.1692307692e+02
1.7782794100e-13	5.0400000000e+02
1.7782794100e-13	4.9170731707e+02
1.7782794100e-13	4.8000000000e+02
1.7782794100e-13	4.6883720930e+02
1.7782794100e-13	4.5818181818e+02
1.7782794100e-13	4.4800000000e+02
1.7782794100e-13	4.3826086957e+02
1.7782794100e-13	4.2893617021e+02
1.7782794100e-13	4.2000000000e+02
1.7782794100e-13	4.1142857143e+02
1.7782794100e-13	4.0320000000e+02
1.7782794100e-13	3.9529411765e+02
1.7782794100e-13	3.8769230769e+02
1.7782794100e-13	3.8037735849e+02
1.7782794100e-13	3.7333333333e+02
1.7782794100e-13	3.6654545455e+02
1.7782794100e-13	3.6000000000e+02
1.7782794100e-13	3.5368421053e+02
1.7782794100e-13	3.4758620690e+02
1.7782794100e-13	3.4169491525e+02
1.7782794100e-13	3.3600000000e+02
1.7782794100e-13	3.3049180328e+02
1.7782794100e-13	3.2516129032e+02
1.7782794100e-13	3.2000000000e+02
1.7782794100e-13	3.1500000000e+02
1.7782794100e-13	3.1015384615e+02
1.7782794100e-13	3.0545454545e+02
1.7782794100e-13	3.0089552239e+02
1.7782794100e-13	2.9647058824e+02
1.7782794100e-13	2.9217391304e+02
1.7782794100e-13	2.8800000000e+02
1.7782794100e-13	2.8394366197e+02
1.7782794100e-13	2.8000000000e+02
1.7782794100e-13	2.7616438356e+02
1.7782794100e-13	2.7243243243e+02
1.7782794100e-13	2.6880000000e+02
1.7782794100e-13	2.6526315789e+02
1.7782794100e-13	2.6181818182e+02
1.7782794100e-13	2.5846153846e+02
1.7782794100e-13	2.5518987342e+02
1.7782794100e-13	2.5200000000e+02
1.7782794100e-13	2.4888888889e+02
1.7782794100e-13	2.4585365854e+02
1.7782794100e-13	2.4289156627e+02
1.7782794100e-13	2.4000000000e+02
1.7782794100e-13	2.3717647059e+02
1.7782794100e-13	2.3441860465e+02
1.7782794100e-13	2.3172413793e+02
1.7782794100e-13	2.2909090909e+02
1.7782794100e-13	2.2651685393e+02
1.7782794100e-13	2.2400000000e+02
1.7782794100e-13	2.2153846154e+02
1.7782794100e-13	2.1913043478e+02
1.7782794100e-13	2.1677419355e+02
1.7782794100e-13	2.1446808511e+02
1.7782794100e-13	2.1221052632e+02
1.7782794100e-13	2.1000000000e+02
1.7782794100e-13	2.0783505155e+02
1.7782794100e-13	2.0571428571e+02
1.7782794100e-13	2.0363636364e+02
1.7782794100e-13	2.0160000000e+02
1.7782794100e-13	1.9960396040e+02
1.7782794100e-13	1.9764705882e+02
1.7782794100e-13	1.9572815534e+02
1.7782794100e-13	1.9384615385e+02
1.7782794100e-13	1.9200000000e+02
1.7782794100e-13	1.9018867925e+02
1.7782794100e-13	1.8841121495e+02
1.7782794100e-13	1.8666666667e+02
1.7782794100e-13	1.8495412844e+02
1.7782794100e-13	1.8327272727e+02
1.7782794100e-13	1.8162162162e+02
1.7782794100e-13	1.8000000000e+02
1.7782794100e-13	1.7840707965e+02
1.7782794100e-13	1.7684210526e+02
1.7782794100e-13	1.7530434783e+02
1.7782794100e-13	1.7379310345e+02
1.7782794100e-13	1.7230769231e+02
1.7782794100e-13	1.7084745763e+02
1.7782794100e-13	1.6941176471e+02
1.7782794100e-13	1.6800000000e+02
1.7782794100e-13	1.6661157025e+02
1.7782794100e-13	1.6524590164e+02
1.7782794100e-13	1.6390243902e+02
1.7782794100e-13	1.6258064516e+02
1.7782794100e-13	1.6128000000e+02
1.7782794100e-13	1.6000000000e+02
1.7782794100e-13	1.5874015748e+02
1.7782794100e-13	1.5750000000e+02
1.7782794100e-13	1.5627906977e+02
1.7782794100e-13	1.5507692308e+02
1.7782794100e-13	1.5389312977e+02
1.7782794100e-13	1.5272727273e+02
1.7782794100e-13	1.5157894737e+02
1.7782794100e-13	1.5044776119e+02
1.7782794100e-13	1.4933333333e+02
1.7782794100e-13	1.4823529412e+02
1.7782794100e-13	1.4715328467e+02
1.7782794100e-13	1.4608695652e+02
1.7782794100e-13	1.4503597122e+02
1.7782794100e-13	1.4400000000e+02
1.7782794100e-13	1.4297872340e+02
1.7782794100e-13	1.4197183099e+02
1.7782794100e-13	1.4097902098e+02
1.7782794100e-13	1.4000000000e+02
1.7782794100e-13	1.3903448276e+02
1.7782794100e-13	1.3808219178e+02
1.7782794100e-13	1.3714285714e+02
1.7782794100e-13	1.3621621622e+02
1.7782794100e-13	1.3530201342e+02
1.7782794100e-13	1.3440000000e+02
1.7782794100e-13	1.3350993377e+02
1.7782794100e-13	1.3263157895e+02
1.7782794100e-13	1.3176470588e+02
1.7782794100e-13	1.3090909091e+02
1.7782794100e-13	1.3006451613e+02
1.7782794100e-13	1.2923076923e+02
1.7782794100e-13	1.2840764331e+02
1.7782794100e-13	1.2759493671e+02
1.7782794100e-13	1.2679245283e+02
1.7782794100e-13	1.2600000000e+02
1.7782794100e-13	1.2521739130e+02
1.7782794100e-13	1.2444444444e+02
1.7782794100e-13	1.2368098160e+02
1.7782794100e-13	1.2292682927e+02
1.7782794100e-13	1.2218181818e+02
1.7782794100e-13	1.2144578313e+02
1.7782794100e-13	1.2071856287e+02
1.7782794100e-13	1.2000000000e+02
1.7782794100e-13	1.1928994083e+02
1.7782794100e-13	1.1858823529e+02
1.7782794100e-13	1.1789473684e+02
1.7782794100e-13	1.1720930233e+02
1.7782794100e-13	1.1653179191e+02
1.7782794100e-13	1.1586206897e+02
1.7782794100e-13	1.1520000000e+02
1.7782794100e-13	1.1454545455e+02
1.7782794100e-13	1.1389830508e+02
1.7782794100e-13	1.1325842697e+02
1.7782794100e-13	1.1262569832e+02
1.7782794100e-13	1.1200000000e+02
1.7782794100e-13	1.1138121547e+02
1.7782794100e-13	1.1076923077e+02
1.7782794100e-13	1.1016393443e+02
1.7782794100e-13	1.0956521739e+02
1.7782794100e-13	1.0897297297e+02
1.7782794100e-13	1.0838709677e+02
1.7782794100e-13	1.0780748663e+02
1.7782794100e-13	1.0723404255e+02
1.7782794100e-13	1.0666666667e+02
1.7782794100e-13	1.0610526316e+02
1.7782794100e-13	1.0554973822e+02
1.7782794100e-13	1.0500000000e+02
1.7782794100e-13	1.0445595855e+02
1.7782794100e-13	1.0391752577e+02
1.7782794100e-13	1.0338461538e+02
1.7782794100e-13	1.0285714286e+02
1.7782794100e-13	1.0233502538e+02
1.7782794100e-13	1.0181818182e+02
1.7782794100e-13	1.0130653266e+02
1.7782794100e-13	1.0080000000e+02
2.0535250265e-13	2.5200000000e+03
2.0535250265e-13	2.2400000000e+03
2.0535250265e-13	2.0160000000e+03
2.0535250265e-13	1.8327272727e+03
2.0535250265e-13	1.6800000000e+03
2.0535250265e-13	1.5507692308e+03
2.0535250265e-13	1.4400000000e+03
2.0535250265e-13	1.3440000000e+03
2.0535250265e-13	1.2600000000e+03
2.0535250265e-13	1.1858823529e+03
2.0535250265e-13	1.1200000000e+03
2.0535250265e-13	1.0610526316e+03
2.0535250265e-13	1.0080000000e+03
2.0535250265e-13	9.6000000000e+02
2.0535250265e-13	9.1636363636e+02
2.0535250265e-13	8.7652173913e+02
2.0535250265e-13	8.4000000000e+02
2.0535250265e-13	8.0640000000e+02
2.0535250265e-13	7.7538461538e+02
2.0535250265e-13	7.4666666667e+02
2.0535250265e-13	7.2000000000e+02
2.0535250265e-13	6.9517241379e+02
2.0535250265e-13	6.7200000000e+02
2.0535250265e-13	6.5032258065e+02
2.0535250265e-13	6.3000000000e+02
2.0535250265e-13	6.1090909091e+02
2.0535250265e-13	5.9294117647e+02
2.0535250265e-13	5.7600000000e+02
2.0535250265e-13	5.6000000000e+02
2.0535250265e-13	5.4486486486e+02
2.0535250265e-13	5.3052631579e+02
2.0535250265e-13	5.1692307692e+02
2.0535250265e-13	5.0400000000e+02
2.0535250265e-13	4.9170731707e+02
2.0535250265e-13	4.8000000000e+02
2.0535250265e-13	4.6883720930e+02
2.0535250265e-13	4.5818181818e+02
2.0535250265e-13	4.4800000000e+02
2.0535250265e-13	4.3826086957e+02
2.0535250265e-13	4.2893617021e+02
2.0535250265e-13	4.2000000000e+02
2.0535250265e-13	4.1142857143e+02
2.0535250265e-13	4.0320000000e+02
2.0535250265e-13	3.9529411765e+02
2.0535250265e-13	3.8769230769e+02
2.0535250265e-13	3.8037735849e+02
2.0535250265e-13	3.7333333333e+02
2.0535250265e-13	3.6654545455e+02
2.0535250265e-13	3.6000000000e+02
2.0535250265e-13	3.5368421053e+02
2.0535250265e-13	3.4758620690e+02
2.0535250265e-13	3.4169491525e+02
2.0535250265e-13	3.3600000000e+02
2.0535250265e-13	3.3049180328e+02
2.0535250265e-13	3.2516129032e+02
2.0535250265e-13	3.2000000000e+02
2.0535250265e-13	3.1500000000e+02
2.0535250265e-13	3.1015384615e+02
2.0535250265e-13	3.0545454545e+02
2.0535250265e-13	3.0089552239e+02
2.0535250265e-13	2.9647058824e+02
2.0535250265e-13	2.9217391304e+02
2.0535250265e-13	2.8800000000e+02
2.0535250265e-13	2.8394366197e+02
2.0535250265e-13	2.8000000000e+02
2.0535250265e-13	2.7616438356e+02
2.0535250265e-13	2.7243243243e+02
2.0535250265e-13	2.6880000000e+02
2.0535250265e-13	2.6526315789e+02
2.0535250265e-13	2.6181818182e+02
2.0535250265e-13	2.5846153846e+02
2.0535250265e-13	2.5518987342e+02
2.0535250265e-13	2.5200000000e+02
2.0535250265e-13	2.4888888889e+02
2.0535250265e-13	2.4585365854e+02
2.0535250265e-13	2.4289156627e+02
2.0535250265e-13	2.4000000000e+02
2.0535250265e-13	2.3717647059e+02
2.0535250265e-13	2.3441860465e+02
2.0535250265e-13	2.3172413793e+02
2.0535250265e-13	2.2909090909e+02
2.0535250265e-13	2.2651685393e+02
2.0535250265e-13	2.2400000000e+02
2.0535250265e-13	2.2153846154e+02
2.0535250265e-13	2.1913043478e+02
2.0535250265e-13	2.1677419355e+02
2.0535250265e-13	2.1446808511e+02
2.0535250265e-13	2.1221052632e+02
2.0535250265e-13	2.1000000000e+02
2.0535250265e-13	2.0783505155e+02
2.0535250265e-13	2.0571428571e+02
2.0535250265e-13	2.0363636364e+02
2.0535250265e-13	2.0160000000e+02
2.0535250265e-13	1.9960396040e+02
2.0535250265e-13	1.9764705882e+02
2.0535250265e-13	1.9572815534e+02
2.0535250265e-13	1.9384615385e+02
2.0535250265e-13	1.9200000000e+02
2.0535250265e-13	1.9018867925e+02
2.0535250265e-13	1.8841121495e+02
2.0535250265e-13	1.8666666667e+02
2.0535250265e-13	1.8495412844e+02
2.0535250265e-13	1.8327272727e+02
2.0535250265e-13	1.8162162162e+02
2.0535250265e-13	1.8000000000e+02
2.0535250265e-13	1.7840707965e+02
2.0535250265e-13	1.7684210526e+02
2.0535250265e-13	1.7530434783e+02
2.0535250265e-13	1.7379310345e+02
2.0535250265e-13	1.7230769231e+02
2.0535250265e-13	1.7084745763e+02
2.0535250265e-13	1.6941176471e+02
2.0535250265e-13	1.6800000000e+02
2.0535250265e-13	1.6661157025e+02
2.0535250265e-13	1.6524590164e+02
2.0535250265e-13	1.6390243902e+02
2.0535250265e-13	1.6258064516e+02
2.0535250265e-13	1.6128000000e+02
2.0535250265e-13	1.6000000000e+02
2.0535250265e-13	1.5874015748e+02
2.0535250265e-13	1.5750000000e+02
2.0535250265e-13	1.5627906977e+02
2.0535250265e-13	1.5507692308e+02
2.0535250265e-13	1.5389312977e+02
2.0535250265e-13	1.5272727273e+02
2.0535250265e-13	1.5157894737e+02
2.0535250265e-13	1.5044776119e+02
2.0535250265e-13	1.4933333333e+02
2.0535250265e-13	1.4823529412e+02
2.0535250265e-13	1.4715328467e+02
2.0535250265e-13	1.4608695652e+02
2.0535250265e-13	1.4503597122e+02
2.0535250265e-13	1.4400000000e+02
2.0535250265e-13	1.4297872340e+02
2.0535250265e-13	1.4197183099e+02
2.0535250265e-13	1.4097902098e+02
2.0535250265e-13	1.4000000000e+02
2.0535250265e-13	1.3903448276e+02
2.0535250265e-13	1.3808219178e+02
2.0535250265e-13	1.3714285714e+02
2.0535250265e-13	1.3621621622e+02
2.0535250265e-13	1.3530201342e+02
2.0535250265e-13	1.3440000000e+02
2.0535250265e-13	1.3350993377e+02
2.0535250265e-13	1.3263157895e+02
2.0535250265e-13	1.3176470588e+02
2.0535250265e-13	1.3090909091e+02
2.0535250265e-13	1.3006451613e+02
2.0535250265e-13	1.2923076923e+02
2.0535250265e-13	1.2840764331e+02
2.0535250265e-13	1.2759493671e+02
2.0535250265e-13	1.2679245283e+02
2.0535250265e-13	1.2600000000e+02
2.0535250265e-13	1.2521739130e+02
2.0535250265e-13	1.2444444444e+02
2.0535250265e-13	1.2368098160e+02
2.0535250265e-13	1.2292682927e+02
2.0535250265e-13	1.2218181818e+02
2.0535250265e-13	1.2144578313e+02
2.0535250265e-13	1.2071856287e+02
2.0535250265e-13	1.2000000000e+02
2.0535250265e-13	1.1928994083e+02
2.0535250265e-13	1.1858823529e+02
2.0535250265e-13	1.1789473684e+02
2.0535250265e-13	1.1720930233e+02
2.0535250265e-13	1.1653179191e+02
2.0535250265e-13	1.1586206897e+02
2.0535250265e-13	1.1520000000e+02
2.0535250265e-13	1.1454545455e+02
2.0535250265e-13	1.1389830508e+02
2.0535250265e-13	1.1325842697e+02
2.0535250265e-13	1.1262569832e+02
2.0535250265e-13	1.1200000000e+02
2.0535250265e-13	1.1138121547e+02
2.0535250265e-13	1.1076923077e+02
2.0535250265e-13	1.1016393443e+02
2.0535250265e-13	1.0956521739e+02
2.0535250265e-13	1.0897297297e+02
2.0535250265e-13	1.0838709677e+02
2.0535250265e-13	1.0780748663e+02
2.0535250265e-13	1.0723404255e+02
2.0535250265e-13	1.0666666667e+02
2.0535250265e-13	1.0610526316e+02
2.0535250265e-13	1.0554973822e+02
2.0535250265e-13	1.0500000000e+02
2.0535250265e-13	1.0445595855e+02
2.0535250265e-13	1.0391752577e+02
2.0535250265e-13	1.0338461538e+02
2.0535250265e-13	1.0285714286e+02
2.0535250265e-13	1.0233502538e+02
2.0535250265e-13	1.0181818182e+02
2.0535250265e-13	1.0130653266e+02
2.0535250265e-13	1.0080000000e+02
2.3713737057e-13	2.5200000000e+03
2.3713737057e-13	2.2400000000e+03
2.3713737057e-13	2.0160000000e+03
2.3713737057e-13	1.8327272727e+03
2.3713737057e-13	1.6800000000e+03
2.3713737057e-13	1.5507692308e+03
2.3713737057e-13	1.4400000000e+03
2.3713737057e-13	1.3440000000e+03
2.3713737057e-13	1.2600000000e+03
2.3713737057e-13	1.1858823529e+03
2.3713737057e-13	1.1200000000e+03
2.3713737057e-13	1.0610526316e+03
2.3713737057e-13	1.0080000000e+03
2.3713737057e-13	9.6000000000e+02
2.3713737057e-13	9.1636363636e+02
2.3713737057e-13	8.7652173913e+02
2.3713737057e-13	8.4000000000e+02
2.3713737057e-13	8.0640000000e+02
2.3713737057e-13	7.7538461538e+02
2.3713737057e-13	7.4666666667e+02
2.3713737057e-13	7.2000000000e+02
2.3713737057e-13	6.9517241379e+02
2.3713737057e-13	6.7200000000e+02
2.3713737057e-13	6.5032258065e+02
2.3713737057e-13	6.3000000000e+02
2.3713737057e-13	6.1090909091e+02
2.3713737057e-13	5.9294117647e+02
2.3713737057e-13	5.7600000000e+02
2.3713737057e-13	5.6000000000e+02
2.3713737057e-13	5.4486486486e+02
2.3713737057e-13	5.3052631579e+02
2.3713737057e-13	5.1692307692e+02
2.3713737057e-13	5.0400000000e+02
2.3713737057e-13	4.9170731707e+02
2.3713737057e-13	4.8000000000e+02
2.3713737057e-13	4.6883720930e+02
2.3713737057e-13	4.5818181818e+02
2.3713737057e-13	4.4800000000e+02
2.3713737057e-13	4.3826086957e+02
2.3713737057e-13	4.2893617021e+02
2.3713737057e-13	4.2000000000e+02
2.3713737057e-13	4.1142857143e+02
2.3713737057e-13	4.0320000000e+02
2.3713737057e-13	3.9529411765e+02
2.3713737057e-13	3.8769230769e+02
2.3713737057e-13	3.8037735849e+02
2.3713737057e-13	3.7333333333e+02
2.3713737057e-13	3.6654545455e+02
2.3713737057e-13	3.6000000000e+02
2.3713737057e-13	3.5368421053e+02
2.3713737057e-13	3.4758620690e+02
2.3713737057e-13	3.4169491525e+02
2.3713737057e-13	3.3600000000e+02
2.3713737057e-13	3.3049180328e+02
2.3713737057e-13	3.2516129032e+02
2.3713737057e-13	3.2000000000e+02
2.3713737057e-13	3.1500000000e+02
2.3713737057e-13	3.1015384615e+02
2.3713737057e-13	3.0545454545e+02
2.3713737057e-13	3.0089552239e+02
2.3713737057e-13	2.9647058824e+02
2.3713737057e-13	2.9217391304e+02
2.3713737057e-13	2.8800000000e+02
2.3713737057e-13	2.8394366197e+02
2.3713737057e-13	2.8000000000e+02
2.3713737057e-13	2.7616438356e+02
2.3713737057e-13	2.7243243243e+02
2.3713737057e-13	2.6880000000e+02
2.3713737057e-13	2.6526315789e+02
2.3713737057e-13	2.6181818182e+02
2.3713737057e-13	2.5846153846e+02
2.3713737057e-13	2.5518987342e+02
2.3713737057e-13	2.5200000000e+02
2.3713737057e-13	2.4888888889e+02
2.3713737057e-13	2.4585365854e+02
2.3713737057e-13	2.4289156627e+02
2.3713737057e-13	2.4000000000e+02
2.3713737057e-13	2.3717647059e+02
2.3713737057e-13	2.3441860465e+02
2.3713737057e-13	2.3172413793e+02
2.3713737057e-13	2.2909090909e+02
2.3713737057e-13	2.2651685393e+02
2.3713737057e-13	2.2400000000e+02
2.3713737057e-13	2.2153846154e+02
2.3713737057e-13	2.1913043478e+02
2.3713737057e-13	2.1677419355e+02
2.3713737057e-13	2.1446808511e+02
2.3713737057e-13	2.1221052632e+02
2.3713737057e-13	2.1000000000e+02
2.3713737057e-13	2.0783505155e+02
2.3713737057e-13	2.0571428571e+02
2.3713737057e-13	2.0363636364e+02
2.3713737057e-13	2.0160000000e+02
2.3713737057e-13	1.9960396040e+02
2.3713737057e-13	1.9764705882e+02
2.3713737057e-13	1.9572815534e+02
2.3713737057e-13	1.9384615385e+02
2.3713737057e-13	1.9200000000e+02
2.3713737057e-13	1.9018867925e+02
2.3713737057e-13	1.8841121495e+02
2.3713737057e-13	1.8666666667e+02
2.3713737057e-13	1.8495412844e+02
2.3713737057e-13	1.8327272727e+02
2.3713737057e-13	1.8162162162e+02
2.3713737057e-13	1.8000000000e+02
2.3713737057e-13	1.7840707965e+02
2.3713737057e-13	1.7684210526e+02
2.3713737057e-13	1.7530434783e+02
2.3713737057e-13	1.7379310345e+02
2.3713737057e-13	1.7230769231e+02
2.3713737057e-13	1.7084745763e+02
2.3713737057e-13	1.6941176471e+02
2.3713737057e-13	1.6800000000e+02
2.3713737057e-13	1.6661157025e+02
2.3713737057e-13	1.6524590164e+02
2.3713737057e-13	1.6390243902e+02
2.3713737057e-13	1.6258064516e+02
2.3713737057e-13	1.6128000000e+02
2.3713737057e-13	1.6000000000e+02
2.3713737057e-13	1.5874015748e+02
2.3713737057e-13	1.5750000000e+02
2.3713737057e-13	1.5627906977e+02
2.3713737057e-13	1.5507692308e+02
2.3713737057e-13	1.5389312977e+02
2.3713737057e-13	1.5272727273e+02
2.3713737057e-13	1.5157894737e+02
2.3713737057e-13	1.5044776119e+02
2.3713737057e-13	1.4933333333e+02
2.3713737057e-13	1.4823529412e+02
2.3713737057e-13	1.4715328467e+02
2.3713737057e-13	1.4608695652e+02
2.3713737057e-13	1.4503597122e+02
2.3713737057e-13	1.4400000000e+02
2.3713737057e-13	1.4297872340e+02
2.3713737057e-13	1.4197183099e+02
2.3713737057e-13	1.4097902098e+02
2.3713737057e-13	1.4000000000e+02
2.3713737057e-13	1.3903448276e+02
2.3713737057e-13	1.3808219178e+02
2.3713737057e-13	1.3714285714e+02
2.3713737057e-13	1.3621621622e+02
2.3713737057e-13	1.3530201342e+02
2.3713737057e-13	1.3440000000e+02
2.3713737057e-13	1.3350993377e+02
2.3713737057e-13	1.3263157895e+02
2.3713737057e-13	1.3176470588e+02
2.3713737057e-13	1.3090909091e+02
2.3713737057e-13	1.3006451613e+02
2.3713737057e-13	1.2923076923e+02
2.3713737057e-13	1.2840764331e+02
2.3713737057e-13	1.2759493671e+02
2.3713737057e-13	1.2679245283e+02
2.3713737057e-13	1.2600000000e+02
2.3713737057e-13	1.2521739130e+02
2.3713737057e-13	1.2444444444e+02
2.3713737057e-13	1.2368098160e+02
2.3713737057e-13	1.2292682927e+02
2.3713737057e-13	1.2218181818e+02
2.3713737057e-13	1.2144578313e+02
2.3713737057e-13	1.2071856287e+02
2.3713737057e-13	1.2000000000e+02
2.3713737057e-13	1.1928994083e+02
2.3713737057e-13	1.1858823529e+02
2.3713737057e-13	1.1789473684e+02
2.3713737057e-13	1.1720930233e+02
2.3713737057e-13	1.1653179191e+02
